run,        computer,   date,       h res,  v res,      domain,       dt,  rbcs,       eos,    f0,         beta,       description,
mrb_032**,  Albedo,     03.03.2025, 20,     variable,   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,  -2.129E-11, Initial T (theta) and S (abs) from mooring (simplified) and Q=2500W and side+bottom sponges 5 cells deep and no saltStepping=F and g=9.81,
mrb_033***, Albedo,     04.03.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,  -2.129E-11, Initial T (theta) and S (abs) from mooring (woa above and below) and periodic Q=2500W and side+bottom sponges 5 cells deep and no saltStepping=F and g=9.81,
mrb_034***, Albedo,     06.03.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,  -2.129E-11, Initial T (theta) and S (abs) from mooring (woa above and below) and Q=2500W and side+bottom sponges 5 cells deep and no saltStepping=F and g=9.81,
mrb_035**,  Albedo,     12.03.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring (woa above and below) and Q=2500W and side+bottom sponges 5 cells deep and no saltStepping=F and g=9.81,
mrb_036**,  Albedo,     14.03.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring (woa above and below) and periodic Q=2500W (implemented wrong?) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt),
mrb_037**,  Albedo,     08.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring (woa above and below) and Q=1250W and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt)and initalised non-zero horiz velocities (was a mistake; introduced unrealistic mixing),
mrb_038***, Albedo,     09.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa above and below) and Q=1250W and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities,
mrb_039**,  Albedo,     12.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa above and below) and Q=1250W and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and diffusivitis=4E-3 and endTime=259200 and cg3dMaxIters=40,
mrb_040**,  Albedo,     14.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa above and below) and periodic Q=1000W (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and diffusivitis=4E-3 and endTime=259200 and cg3dMaxIters=40,
mrb_041**,  Albedo,     14.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa above and below) and periodic Q=1250W (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and diffusivitis=4E-3 and endTime=259200 and cg3dMaxIters=40,
mrb_042***, Albedo,     15.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa above and below) and periodic Q=1250W (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and diffusivitis=0 and endTime=187200 and cg3dMaxIters=100 and advScheme=33 (attempt to reduce temp undershoots),
mrb_043**,  Albedo,     15.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa above and below) and periodic Q=1250W (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and diffusivitis=1E-3 and endTime=187200 and cg3dMaxIters=100 and advScheme=33 (attempt to reduce temp undershoots),
mrb_044**,  Albedo,     16.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa above and below) and periodic Q=2500W (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and diffusivitis=0 and endTime=187200 and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-1.9),
mrb_045**,  Albedo,     16.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa SEPT above and below) and periodic Q=2500W (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=187200 and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2),
mrb_046**,  Albedo,     16.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa SEPT above and below) and periodic Q=2500W (48 hrs), S=-0.001 (48 hrs)  and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=187200 and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2),
mrb_047**,  Albedo,     17.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa SEPT above and below) and periodic Q=2500W (48 hrs), S=-0.01 (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=187200 and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2),
mrb_048**,  Albedo,     17.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa SEPT above and below) and periodic Q=2500W (48 hrs), S=-0.05 (24 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=187200 and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.1),
mrb_049**,  Albedo,     18.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa SEPT above and below) and periodic Q=2500W (71 hrs), S=-0.03 (48 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=187200 and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.05),
mrb_050**,  Albedo,     21.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 14 (woa SEPT above and below) and periodic Q=2500W (71 hrs), S=-0.03 (31 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=187200 and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.1),
mrb_051***, Albedo,     21.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71 hrs), S=-0.03 (31 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.06),
mrb_052***, Albedo,     22.04.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71 hrs), S=-0.03 (31 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.05),
mrb_053`,   Albedo,     04.07.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71/10 hrs), S=-0.03 (31/10 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.05) and surf buoy flux in diag (test with fractioned time domain),
mrb_054`,   Albedo,     07.07.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71/10 hrs), S=-0.03 (31/10 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.05) and many diags (test to compare with mrb_053) (test with fractioned time domain),
mrb_055`,   Albedo,     08.07.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71/10 hrs), S=-0.03 (31/10 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.05) and many diags (test to compare with mrb_054) (test with fractioned time domain),
mrb_056`,   Albedo,     09.07.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71/10 hrs), S=-0.03 (31/10 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.05) and new diag setup and 0.47 N/m**2 wind stress (test with fractioned time domain),
mrb_057**,  Albedo,     10.07.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71 hrs), S=-0.03 (31 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and advScheme=33 (attempt to reduce temp undershoots) and allowFreezing=T (-2.05) and new diag setup (lots of diff/visc diags) and 0.47 N/m**2 wind stress,
mrb_058,    Albedo,     11.07.2025, 20,  var (500 m),   150x150x50,    3,  tau=86400,  teos10, -1.358E-4,   8.194E-12, Initial T (theta) and S (abs) from mooring on Sept 13 (woa SEPT above and below) and periodic Q=5000W (71/10 hrs), S=-0.03 (31/10 hrs) and side+bottom sponges 10 and 15 cells deep (resp.) and no saltStepping=F and g=9.81 (and fixed relax mask for salt) and initialised motionless horiz velocities and endTime=3d and cg3dMaxIters=40 and and allowFreezing=T (-2.05) and new diag setup (subset of diff/visc diags) and 0.21 N/m**2 wind stress (test with fractioned time domain),

Volume 2

mrb_059**,  Albedo,     27.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=4E-2 endTime=3d and cg3dMaxIters=40 and and allowFreezing=T (-2.05) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_060**,  Albedo,     27.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and and diffusivitis=4E-3 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-2.05) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_061**,  Albedo,     28.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=4E-3 and viscosities=4E-2 and schemes=33 and endTime=6d and cg3dMaxIters=40 and and allowFreezing=T (-2.05) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_062**,  Albedo,     28.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=4E-3 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.95) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_063**,  Albedo,     29.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.01 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=1E-5 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.95) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_064**,  Albedo,     30.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=1E-5 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.95) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_065**,  Albedo,     30.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=0 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.95) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_066**,  Albedo,     31.08.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.01 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=0 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.95) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_067***, Albedo,     01.09.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=0 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_068***, Albedo,     01.09.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=1E-5 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_069***, Albedo,     xxxxx.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.01 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=1E-5 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_070***, Albedo,     xxxxx.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.01 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=0 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_071***, Albedo,     xxxxx.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=1E-5 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and 0.21 N/m**2 wind stress,
mrb_072***, Albedo,     xxxxx.2025,  2,            2,    200x1x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=1E-3 and viscosities=4E-2 and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,

mrb_073,    Albedo,     02.09.2025,  2,            2,  200x200x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=smag3d and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,
mrb_074,    Albedo,     04.09.2025,  2,            2,  200x200x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells (offset) and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=smag3d (with output diags) and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,

mrb_075,    Albedo,     05.09.2025,  2,            2,  200x200x200,    1,  no,         teos10, -1.358E-4,   8.194E-12, Initial theta and SA from mooring on Sept 4 (WOA Sept above/below/normalised between) and Q=200W, S=-0.03 for middle 50 cells (offset) and no sponges and no saltStepping=F and g=9.81 and initialised motionless horiz velocities and diffusivitis=0 and viscosities=4E-2 (with output diags) and schemes=33 and endTime=12d and cg3dMaxIters=40 and and allowFreezing=T (-1.85) and new diag setup (subset of diff/visc diags) and no wind stress,
